,Ticker,Prediction
206,ASAN,-13.027851963777819
207,ASAN,-13.027851963777819
208,ASAN,-13.027851963777819
209,ASAN,-13.027851963777819
210,ASB,-14.712821512947384
211,ASB,-14.712821512947384
212,ASB,-14.712821512947384
213,ASB,-14.712821512947384
214,ASO,-14.712821512947384
215,ASO,-14.712821512947384
216,ASO,-14.849862844196181
217,ASO,-14.849862844196181
218,ATDS,-15.009567862071629
219,ATDS,-15.009567862071629
220,ATI,-14.849862844196181
221,ATVI,-15.009567862071629
222,ATVI,-15.009567862071629
223,ATVI,-15.009567862071629
224,ATVI,-15.009567862071629
225,ATVI,-15.009567862071629
226,AUGG,-12.573988405385833
227,AUGG,-12.573988405385833
228,AUGG,-13.027851963777819
229,AUGG,-13.027851963777819
230,AVID,-14.849862844196181
231,AVO,-14.712821512947384
232,AVO,-14.712821512947384
233,AVO,-15.719168358168817
234,AVPT,-14.712821512947384
235,AXDX,-15.719168358168817
236,AXDX,-14.712821512947384
237,AXDX,-15.719168358168817
238,AXDX,-14.712821512947384
239,AXGN,-14.712821512947384
240,AXGN,-14.712821512947384
241,AXGN,-14.712821512947384
242,AXGN,-14.712821512947384
243,AXGN,-14.712821512947384
244,AXR,-13.027851963777819
245,AXR,-13.027851963777819
246,AXR,-13.027851963777819
247,AXTA,-14.849862844196181
248,AZEK,-14.712821512947384
249,BAC,-14.712821512947384
250,BAND,-14.712821512947384
251,BARK,-14.849862844196181
252,BARK,-14.849862844196181
253,BARK,-14.849862844196181
254,BATRA,-13.027851963777819
255,BBAI,-14.849862844196181
256,BCAL,-15.009567862071629
257,BCAL,-15.719168358168817
258,BCOV,-13.027851963777819
259,BCOV,-13.027851963777819
260,BE,-15.719168358168817
261,BE,-15.719168358168817
262,BE,-14.712821512947384
263,BE,-14.712821512947384
264,BEN,-14.712821512947384
265,BFZ,-13.027851963777819
266,BFZ,-13.027851963777819
267,BFZ,-13.027851963777819
268,BFZ,-13.027851963777819
269,BHR,-14.712821512947384
270,BIGZ,-13.027851963777819
271,BIGZ,-13.027851963777819
272,BIGZ,-13.027851963777819
273,BIGZ,-13.027851963777819
274,BIGZ,-13.027851963777819
275,BJ,-14.712821512947384
276,BJ,-14.712821512947384
277,BJ,-14.712821512947384
278,BJRI,-14.849862844196181
279,BKNG,-14.712821512947384
280,BKNG,-14.712821512947384
281,BKNG,-14.712821512947384
282,BKNG,-14.712821512947384
283,BKNG,-14.712821512947384
284,BKNG,-14.712821512947384
285,BKNG,-14.712821512947384
286,BKNG,-14.712821512947384
287,BKNG,-14.712821512947384
288,BKNG,-14.712821512947384
289,BKNG,-14.712821512947384
290,BKNG,-14.712821512947384
291,BKNG,-14.712821512947384
292,BLND,-14.849862844196181
293,BLND,-13.027851963777819
294,BLNK,-15.719168358168817
295,BLPH,-14.120967846746204
296,BMY,-15.719168358168817
297,BOKF,-14.04776646502172
298,BOKF,-14.04776646502172
299,BOKF,-14.04776646502172
300,BOKF,-14.04776646502172
301,BOKF,-14.04776646502172
302,BOKF,-14.04776646502172
303,BOKF,-14.04776646502172
304,BOKF,-14.04776646502172
305,BOKF,-14.04776646502172
306,BOKF,-14.04776646502172
307,BOKF,-14.04776646502172
308,BOKF,-14.04776646502172
309,BOKF,-14.04776646502172
310,BOKF,-14.04776646502172
311,BOKF,-14.04776646502172
312,BOKF,-14.04776646502172
313,BOKF,-14.04776646502172
314,BOX,-14.712821512947384
315,BRN,-13.027851963777819
316,BRN,-13.027851963777819
317,BRN,-13.027851963777819
318,BRZE,-14.712821512947384
319,BRZE,-14.712821512947384
320,BSX,-14.712821512947384
321,BSX,-14.712821512947384
322,BSX,-14.712821512947384
323,BSX,-14.712821512947384
324,BSX,-14.712821512947384
325,BSX,-14.712821512947384
326,BTO,-13.027851963777819
327,BTO,-13.027851963777819
328,BTO,-13.027851963777819
329,BTO,-13.027851963777819
330,BUKS,-13.027851963777819
331,BUKS,-13.027851963777819
332,BUKS,-13.027851963777819
333,BWMN,-14.712821512947384
334,BXMT,-14.04776646502172
335,BXMT,-14.04776646502172
336,BXMT,-14.04776646502172
337,BXMT,-14.04776646502172
338,BXMT,-14.04776646502172
339,BYND,-14.849862844196181
340,BYND,-14.849862844196181
341,BYND,-14.849862844196181
342,BYRN,-13.027851963777819
343,BYRN,-13.027851963777819
344,BYRN,-13.027851963777819
345,BZFD,-15.719168358168817
346,CAG,-13.027851963777819
347,CAL,-14.712821512947384
348,CAL,-14.712821512947384
349,CAL,-14.712821512947384
350,CAL,-14.712821512947384
351,CAPR,-13.027851963777819
352,CAPR,-13.027851963777819
353,CAPR,-13.027851963777819
354,CBAY,-14.712821512947384
355,CBAY,-14.712821512947384
356,CBNK,-14.712821512947384
357,CBNK,-14.849862844196181
358,CCF,-15.009567862071629
359,CCF,-15.009567862071629
360,CCF,-15.009567862071629
361,CCL,-13.027851963777819
362,CCS,-15.009567862071629
363,CDAY,-14.712821512947384
364,CDAY,-14.712821512947384
365,CDAY,-14.712821512947384
366,CDMO,-14.712821512947384
367,CDMO,-14.712821512947384
368,CDMO,-14.712821512947384
369,CDMO,-14.712821512947384
370,CDMO,-14.712821512947384
371,CDMO,-14.712821512947384
372,CERE,-13.027851963777819
373,CHGG,-14.849862844196181
374,CHH,-14.712821512947384
375,CHH,-14.849862844196181
376,CHK,-14.849862844196181
377,CHK,-14.849862844196181
378,CHTR,-14.712821512947384
379,CIEN,-14.712821512947384
380,CIEN,-14.712821512947384
381,CIEN,-14.712821512947384
382,CIEN,-14.712821512947384
383,CINF,-14.118501075182515
384,CL,-14.849862844196181
385,CLPT,-14.849862844196181
386,CMA,-14.849862844196181
387,CMA,-14.849862844196181
388,CMA,-14.849862844196181
389,CMBM,-14.849862844196181
390,CMC,-15.009567862071629
391,CMC,-14.849862844196181
392,CMC,-15.009567862071629
393,CMC,-14.849862844196181
394,CMC,-15.009567862071629
395,CMC,-14.849862844196181
396,CMC,-15.009567862071629
397,CMC,-14.849862844196181
398,CMC,-15.009567862071629
399,CMC,-15.009567862071629
400,CMC,-15.009567862071629
401,CMC,-14.849862844196181
402,CMC,-14.849862844196181
403,CMC,-14.849862844196181
404,CMC,-14.849862844196181
405,CMC,-14.849862844196181
406,CMC,-14.849862844196181
407,CMC,-14.849862844196181
408,CMC,-14.849862844196181
409,CMC,-14.849862844196181
410,CMC,-14.849862844196181
411,CMC,-14.849862844196181
412,CMC,-14.849862844196181
413,CMC,-14.849862844196181
414,CMC,-14.849862844196181
415,CMC,-14.849862844196181
416,CMC,-14.849862844196181
417,CMC,-14.849862844196181
418,CMC,-14.849862844196181
419,CMC,-14.849862844196181
420,CMI,-15.009567862071629
421,CMP,-15.719168358168817
422,CMP,-14.849862844196181
423,CMP,-15.719168358168817
424,CMP,-14.849862844196181
425,CMP,-15.719168358168817
426,CMP,-14.849862844196181
427,CMP,-15.719168358168817
428,CMP,-14.849862844196181
429,CMP,-15.719168358168817
430,CMP,-14.849862844196181
431,CMP,-15.719168358168817
432,CMP,-14.849862844196181
433,CMU,-14.712821512947384
434,CNM,-15.719168358168817
435,CNM,-15.719168358168817
436,CNM,-15.719168358168817
437,CNM,-14.712821512947384
438,CNM,-15.719168358168817
439,CNM,-14.712821512947384
440,CNM,-15.719168358168817
441,CNM,-14.712821512947384
442,CNO,-14.712821512947384
443,CNXC,-14.712821512947384
444,CNXC,-14.712821512947384
445,CNXC,-14.712821512947384
446,CNXC,-14.712821512947384
447,CNXC,-14.712821512947384
448,CNXC,-14.849862844196181
449,CNXC,-14.712821512947384
450,CNXC,-14.849862844196181
451,CNXC,-14.712821512947384
452,CNXC,-14.849862844196181
453,COR,-14.712821512947384
454,COR,-14.712821512947384
455,COR,-14.712821512947384
456,CORT,-14.712821512947384
457,CORT,-14.712821512947384
458,CORT,-14.712821512947384
459,COSM,-13.027851963777819
460,COST,-15.719168358168817
461,COST,-14.712821512947384
462,COST,-15.719168358168817
463,COST,-14.712821512947384
464,COST,-14.712821512947384
465,COTY,-13.027851963777819
466,COUR,-14.712821512947384
467,COUR,-14.712821512947384
468,COUR,-14.712821512947384
469,CPF,-14.712821512947384
470,CPIX,-12.971697630886409
471,CPIX,-12.971697630886409
472,CPIX,-12.971697630886409
473,CPIX,-12.971697630886409
474,CPIX,-12.971697630886409
475,CPIX,-12.971697630886409
476,CPRT,-14.712821512947384
477,CPRT,-14.712821512947384
478,CPRT,-14.712821512947384
479,CRDO,-14.712821512947384
480,CRDO,-14.712821512947384
481,CRDO,-14.712821512947384
482,CRDO,-14.712821512947384
483,CRDO,-14.712821512947384
484,CRDO,-14.712821512947384
485,CRDO,-14.712821512947384
486,CRDO,-14.712821512947384
487,CRKR,-14.120967846746204
488,CRM,-14.712821512947384
489,CRM,-14.712821512947384
490,CRM,-14.712821512947384
491,CRM,-14.712821512947384
492,CRM,-14.712821512947384
493,CRM,-14.712821512947384
494,CRM,-14.712821512947384
495,CRM,-14.712821512947384
496,CRM,-14.712821512947384
497,CRM,-14.712821512947384
498,CRM,-14.712821512947384
499,CRM,-14.712821512947384
500,CRM,-14.712821512947384
501,CRM,-14.712821512947384
502,CRM,-14.712821512947384
503,CRM,-14.712821512947384
504,CRM,-14.712821512947384
505,CRM,-14.712821512947384
506,CRM,-14.712821512947384
507,CRM,-14.712821512947384
508,CRM,-14.712821512947384
509,CRM,-14.712821512947384
510,CRM,-14.712821512947384
511,CRM,-14.712821512947384
512,CRM,-14.712821512947384
513,CRM,-14.712821512947384
514,CRM,-14.712821512947384
515,CRM,-14.712821512947384
516,CRM,-14.712821512947384
517,CRM,-14.712821512947384
518,CRM,-14.712821512947384
519,CRM,-14.712821512947384
520,CRM,-14.712821512947384
521,CRNC,-14.712821512947384
522,CRS,-14.712821512947384
523,CRS,-14.849862844196181
524,CRS,-14.712821512947384
525,CRS,-14.849862844196181
526,CRWD,-14.712821512947384
527,CRWD,-14.712821512947384
528,CRWD,-14.712821512947384
529,CRWD,-14.712821512947384
530,CRWD,-14.712821512947384
531,CRWD,-14.712821512947384
532,CSBR,-13.027851963777819
533,CSBR,-13.027851963777819
534,CSCO,-15.009567862071629
535,CSGS,-14.849862844196181
536,CSGS,-15.009567862071629
537,CSWI,-14.712821512947384
538,CSWI,-14.712821512947384
539,CSWI,-14.712821512947384
540,CSWI,-14.712821512947384
541,CTAS,-14.712821512947384
542,CTAS,-14.849862844196181
543,CTAS,-14.712821512947384
544,CTHR,-15.353616997744531
545,CTHR,-15.353616997744531
546,CTKB,-14.712821512947384
547,CTR,-13.027851963777819
548,CTR,-13.027851963777819
549,CTR,-13.027851963777819
550,CTR,-13.027851963777819
551,CTRN,-13.027851963777819
552,CTRN,-13.027851963777819
553,CTRN,-13.027851963777819
554,CTRN,-13.027851963777819
555,CTRN,-13.027851963777819
556,CTRN,-13.027851963777819
557,CTSH,-14.849862844196181
558,CUK,-13.027851963777819
559,CWAN,-14.712821512947384
560,CWAN,-14.712821512947384
561,CWAN,-14.712821512947384
562,CWAN,-14.849862844196181
563,CWAN,-14.712821512947384
564,CXM,-15.719168358168817
565,CXM,-15.719168358168817
566,CXM,-14.712821512947384
567,CXM,-14.712821512947384
568,CXM,-14.712821512947384
569,CXM,-15.009567862071629
570,CXW,-14.712821512947384
571,CYAN,-15.009567862071629
572,CYTK,-14.712821512947384
573,CYTK,-14.712821512947384
574,CYTK,-14.712821512947384
575,DAKT,-14.712821512947384
576,DAKT,-14.712821512947384
577,DASH,-14.120967846746204
578,DASH,-14.712821512947384
579,DASH,-14.712821512947384
580,DASH,-14.712821512947384
581,DASH,-14.712821512947384
582,DASH,-14.712821512947384
583,DASH,-14.120967846746204
584,DASH,-14.712821512947384
585,DASH,-14.712821512947384
586,DASH,-14.120967846746204
587,DASH,-14.712821512947384
588,DASH,-14.712821512947384
589,DASH,-14.712821512947384
590,DASH,-14.712821512947384
591,DBI,-14.712821512947384
592,DBI,-14.712821512947384
593,DCGO,-14.712821512947384
594,DCI,-14.712821512947384
595,DCI,-14.849862844196181
596,DCTH,-13.027851963777819
597,DDOG,-14.712821512947384
598,DDOG,-14.712821512947384
599,DDOG,-14.712821512947384
600,DDOG,-14.712821512947384
601,DDOG,-14.712821512947384
602,DDOG,-14.316793129959894
603,DDOG,-14.712821512947384
604,DDOG,-14.712821512947384
605,DDOG,-14.712821512947384
606,DDOG,-14.712821512947384
607,DDOG,-14.712821512947384
608,DDS,-15.719168358168817
609,DELL,-15.719168358168817
610,DELL,-15.719168358168817
611,DELL,-15.719168358168817
612,DEN,-14.04776646502172
613,DEN,-14.04776646502172
614,DERM,-13.027851963777819
615,DLB,-14.849862844196181
616,DLR,-14.04776646502172
617,DLTR,-14.712821512947384
618,DMA,-13.027851963777819
619,DMA,-13.027851963777819
620,DNA,-14.712821512947384
621,DNA,-14.712821512947384
622,DNA,-14.712821512947384
623,DNA,-14.712821512947384
624,DNA,-14.712821512947384
625,DNA,-14.712821512947384
626,DOCU,-14.712821512947384
627,DOCU,-14.712821512947384
628,DOCU,-14.712821512947384
629,DOCU,-14.712821512947384
630,DOCU,-14.712821512947384
631,DOMA,-14.712821512947384
632,DOW,-14.712821512947384
633,DRI,-15.719168358168817
634,DRI,-15.719168358168817
635,DT,-15.009567862071629
636,DUOL,-14.712821512947384
637,DV,-14.712821512947384
638,DV,-14.712821512947384
639,DV,-14.712821512947384
640,DVAX,-14.712821512947384
641,DVAX,-14.712821512947384
642,DXCM,-14.712821512947384
643,DXLG,-14.712821512947384
644,DXLG,-14.712821512947384
645,DXR,-13.027851963777819
646,DY,-14.849862844196181
647,DY,-14.712821512947384
648,EA,-14.712821512947384
649,EBAY,-15.719168358168817
650,EBAY,-14.849862844196181
651,EBAY,-15.719168358168817
652,EBAY,-14.849862844196181
653,EBAY,-15.719168358168817
654,EBAY,-14.849862844196181
655,EBC,-14.712821512947384
656,EBC,-14.712821512947384
657,ECAT,-13.027851963777819
658,ECAT,-13.027851963777819
659,ECAT,-13.027851963777819
660,ECAT,-13.027851963777819
661,ECAT,-13.027851963777819
662,EEFT,-14.712821512947384
663,EGHT,-14.712821512947384
664,EGHT,-14.712821512947384
665,EHC,-15.009567862071629
666,EHC,-15.009567862071629
667,EHC,-15.009567862071629
668,EHC,-15.009567862071629
669,EHC,-15.009567862071629
670,EHC,-15.009567862071629
671,EHC,-15.009567862071629
672,EHC,-15.009567862071629
673,EHC,-15.009567862071629
674,EHC,-15.009567862071629
675,EHC,-14.04776646502172
676,EHC,-14.04776646502172
677,EHTH,-14.849862844196181
678,EHTH,-14.849862844196181
679,EHTH,-14.849862844196181
680,EHTH,-14.849862844196181
681,EMO,-13.027851963777819
682,EMO,-13.027851963777819
683,EMO,-13.027851963777819
684,EMO,-14.712821512947384
685,ENSG,-14.712821512947384
686,ENSG,-14.712821512947384
687,ENX,-13.027851963777819
688,EPRT,-15.009567862071629
689,ESQ,-14.712821512947384
690,ESQ,-14.849862844196181
691,ESTE,-15.719168358168817
692,ESTE,-14.712821512947384
693,ESTE,-14.712821512947384
694,ETSY,-14.712821512947384
695,ETSY,-14.712821512947384
696,ETSY,-14.712821512947384
697,ETWO,-15.009567862071629
698,EVI,-15.009567862071629
699,EVI,-15.009567862071629
700,EVI,-15.009567862071629
701,EVI,-15.009567862071629
702,EW,-14.712821512947384
703,EW,-14.712821512947384
704,EW,-14.712821512947384
705,EW,-14.712821512947384
706,EW,-14.712821512947384
707,EW,-14.712821512947384
708,EW,-14.712821512947384
709,EW,-14.712821512947384
710,EXAS,-15.719168358168817
711,EXAS,-14.712821512947384
712,EXFY,-14.712821512947384
713,FCFS,-14.712821512947384
714,FCFS,-14.712821512947384
715,FCFS,-14.712821512947384
716,FCFS,-14.712821512947384
717,FCFS,-14.712821512947384
718,FICO,-14.712821512947384
719,FICO,-14.712821512947384
720,FICO,-14.712821512947384
721,FICO,-14.712821512947384
722,FICO,-14.712821512947384
723,FICO,-14.712821512947384
724,FICO,-14.712821512947384
725,FICO,-14.712821512947384
726,FIGS,-14.316793129959894
727,FIGS,-14.712821512947384
728,FLEX,-15.009567862071629
729,FLEX,-15.009567862071629
730,FLYW,-14.712821512947384
731,FLYW,-14.712821512947384
732,FNKO,-13.027851963777819
733,FNKO,-13.027851963777819
734,FNKO,-13.027851963777819
735,FNKO,-13.027851963777819
736,FRHC,-14.712821512947384
737,FROG,-14.712821512947384
738,FRSH,-14.712821512947384
739,FRSH,-15.719168358168817
740,FRSH,-14.849862844196181
741,FRSH,-15.719168358168817
742,FRSH,-14.712821512947384
743,FRSH,-15.719168358168817
744,FRSH,-14.712821512947384
745,FRSH,-15.719168358168817
746,FRSH,-14.849862844196181
747,FSLY,-14.712821512947384
748,FUNC,-15.009567862071629
749,GALT,-14.04776646502172
750,GBIO,-14.849862844196181
751,GBIO,-14.849862844196181
752,GBIO,-14.849862844196181
753,GBIO,-14.849862844196181
754,GBIO,-14.849862844196181
755,GBIO,-14.849862844196181
756,GBIO,-14.849862844196181
757,GDDY,-14.712821512947384
758,GDDY,-14.712821512947384
759,GDEN,-14.712821512947384
760,GDRX,-14.849862844196181
761,GECC,-15.719168358168817
762,GES,-15.719168358168817
763,GES,-15.719168358168817
764,GH,-15.719168358168817
765,GIII,-14.712821512947384
766,GLSI,-13.027851963777819
767,GLT,-13.027851963777819
768,GME,-14.712821512947384
769,GNLX,-14.712821512947384
770,GNLX,-14.712821512947384
771,GNLX,-14.712821512947384
772,GNLX,-14.712821512947384
773,GNLX,-14.712821512947384
774,GO,-14.712821512947384
775,GOF,-14.712821512947384
776,GOOG,-14.712821512947384
777,GOOG,-14.712821512947384
778,GPRE,-14.849862844196181
779,GRND,-14.849862844196181
780,GTLB,-14.712821512947384
781,HAL,-14.712821512947384
782,HALO,-14.712821512947384
783,HALO,-14.712821512947384
784,HCCI,-14.712821512947384
785,HCCI,-14.712821512947384
786,HCCI,-14.712821512947384
787,HCCI,-14.712821512947384
788,HCCI,-14.712821512947384
789,HCP,-14.712821512947384
790,HCP,-14.712821512947384
791,HCP,-15.719168358168817
792,HCP,-15.719168358168817
793,HCP,-15.719168358168817
794,HCP,-15.719168358168817
795,HCP,-15.719168358168817
796,HCP,-15.719168358168817
797,"HEI, HEI.A",-15.719168358168817
798,"HEI, HEI.A",-15.719168358168817
799,"HEI, HEI.A",-15.719168358168817
800,HEQ,-13.027851963777819
801,HFLEX,-14.712821512947384
802,HFLEX,-14.712821512947384
803,HFLEX,-14.712821512947384
804,HHH,-13.027851963777819
805,HHH,-13.027851963777819
806,HHH,-13.027851963777819
807,HHH,-13.027851963777819
808,HHH,-13.027851963777819
809,HHH,-13.027851963777819
810,HOG,-15.719168358168817
811,HOG,-14.849862844196181
812,HOOD,-14.712821512947384
813,HOV,-14.712821512947384
814,HPF,-13.027851963777819
815,HPF,-13.027851963777819
816,HPI,-13.027851963777819
817,HPI,-13.027851963777819
818,HPS,-13.027851963777819
819,HQY,-14.712821512947384
820,HRL,-14.712821512947384
821,HRL,-14.712821512947384
822,HRTX,-14.849862844196181
823,HSY,-14.712821512947384
824,HTD,-13.027851963777819
825,HTGC,-14.849862844196181
826,HTGC,-14.849862844196181
827,HTGC,-14.849862844196181
828,HTGC,-14.849862844196181
829,HTGC,-14.849862844196181
830,HTGC,-14.849862844196181
831,HTGC,-14.849862844196181
832,HUBS,-14.712821512947384
833,HUMA,-14.712821512947384
834,HUMA,-14.712821512947384
835,IBKR,-14.712821512947384
836,IBKR,-14.712821512947384
837,IBKR,-14.712821512947384
838,IBKR,-14.712821512947384
839,IBKR,-14.712821512947384
840,IBKR,-14.712821512947384
841,IBKR,-14.712821512947384
842,IBKR,-14.712821512947384
843,IBKR,-14.712821512947384
844,IBKR,-14.712821512947384
845,IBKR,-14.712821512947384
846,IBKR,-14.712821512947384
847,IBKR,-14.712821512947384
848,IBKR,-14.712821512947384
849,IBKR,-14.712821512947384
850,IBKR,-14.712821512947384
851,IBKR,-14.712821512947384
852,IBKR,-14.712821512947384
853,IBKR,-14.712821512947384
854,IBKR,-14.712821512947384
855,IBKR,-14.712821512947384
856,IMVT,-14.712821512947384
857,INDI,-15.719168358168817
858,INDI,-14.849862844196181
859,INGR,-15.719168358168817
860,INGR,-15.719168358168817
861,INKT,-13.027851963777819
862,INKT,-13.027851963777819
863,INKT,-13.027851963777819
864,INSP,-14.712821512947384
865,INSP,-14.712821512947384
866,INSP,-14.712821512947384
867,INSP,-14.849862844196181
868,INSP,-14.849862844196181
869,INSP,-14.849862844196181
870,INSP,-14.04776646502172
871,INSP,-14.04776646502172
872,INSP,-14.04776646502172
873,INSP,-14.04776646502172
874,INSP,-14.04776646502172
875,INSP,-14.04776646502172
876,INSP,-14.712821512947384
877,INSW,-14.712821512947384
878,INTA,-14.712821512947384
879,INTA,-14.712821512947384
880,INTA,-14.712821512947384
881,IONS,-14.712821512947384
882,IOT,-14.712821512947384
883,IOT,-14.712821512947384
884,IOT,-14.712821512947384
885,IOT,-14.712821512947384
886,IOT,-14.712821512947384
887,IPGP,-14.712821512947384
888,IPGP,-14.712821512947384
889,IPGP,-14.712821512947384
890,IRMD,-14.712821512947384
891,IRMD,-14.712821512947384
892,ISRG,-15.719168358168817
893,ISRG,-14.849862844196181
894,ITHUF,-15.006091636705989
895,ITOS,-13.027851963777819
896,JAMF,-15.009567862071629
897,JBL,-14.712821512947384
898,JBL,-14.712821512947384
899,JBL,-14.712821512947384
900,JBL,-14.712821512947384
901,JBL,-14.712821512947384
