,Ticker,Amount,Qtr,Year
8782,CRIS,329726.6,2,2021
8783,CRIS,522168.91,3,2021
8784,CRIS,21600.0,4,2021
8785,CRIS,22032.0,1,2022
8786,CRKN,208591.84,3,2020
8787,CRKN,241932.1,2,2021
8788,CRNC,4415868.64,3,2020
8789,CRNT,995330.2,3,2020
8790,CRON,3000.0,3,2020
8791,CRON,350667.68,4,2020
8792,CRON,118377.71,1,2021
8793,CRON,211082.06,2,2021
8794,CRON,158222.01,3,2021
8795,CRON,500.0,4,2021
8796,CRON,250.0,2,2022
8797,CRON,504715.94,4,2022
8798,CRON,416447.22,4,2023
8799,CROX,208588.29,3,2020
8800,CROX,10000.0,4,2020
8801,CROX,90772.06,2,2021
8802,CRS,5000.0,3,2020
8803,CTKB,304355.67,2,2020
8804,CTKB,4152063.92,3,2020
8805,CTKB,175941.5,1,2021
8806,CTKB,134807.0,2,2021
8807,CTKB,636183.06,3,2021
8808,CTKB,3816689.22,4,2021
8809,CTKB,25088.8,1,2022
8810,CTKB,138244.59,2,2022
8811,CTKB,497708.44,3,2022
8812,CTKB,1893145.93,4,2022
8813,CTKB,107777.61,1,2023
8814,CTKB,332910.89,2,2023
8815,CTKB,896588.24,3,2023
8816,CTKB,1748956.56,4,2023
8817,IHG,54940.7,4,2020
8818,IMAB,459770.34,3,2020
8819,CRVL,134277.27,3,2020
8820,CRVL,42328.15,4,2020
8821,CRVL,62577.77,2,2021
8822,CRVL,170674.96,3,2021
8823,CRVL,19000.0,2,2022
8824,CRWS,2091075.89,3,2020
8825,CRWS,87694.94,2,2021
8826,CSBR,1762146.24,3,2020
8827,CSCO,14324819.69,2,2020
8828,CSCO,77650714.07,3,2020
8829,CSCO,239018421.18,4,2020
8830,CSCO,39447532.3,1,2021
8831,CSCO,5114853.62,2,2021
8832,CSCO,29487865.87,3,2021
8833,CSCO,24757676.66,4,2021
8834,CSCO,51216789.12,1,2022
8835,CSCO,198625.43,2,2022
8836,CSCO,711283.14,3,2022
8837,CSCO,183113.2,4,2022
8838,CSCO,3000.0,3,2023
8839,CSCO,32852.16,4,2023
8840,CSL,15563.16,3,2020
8841,CSL,85008.19,2,2021
8842,CSPI,2539325.18,3,2020
8843,CSPI,17217.14,4,2020
8844,CSPI,6217.24,1,2021
8845,CSPI,733822.87,2,2021
8846,CSPI,170410.52,3,2021
8847,CSPI,31389.48,4,2021
8848,CSPI,19296336.19,1,2022
8849,CSPI,5860.0,2,2022
8850,CSPI,12704.48,3,2022
8851,CSPI,64.0,3,2023
8852,CSR,32144.95,3,2020
8853,CSR,19314.13,2,2021
8854,CSR,7000.0,3,2021
8855,CSR,5000.0,4,2021
8856,CSTE,10172000.0,3,2020
8857,CSTL,37400.0,3,2020
8858,CSTL,500000.0,2,2022
8859,CSTL,125000.0,4,2022
8860,CSTL,26950.0,3,2023
8861,CSV,24172.0,3,2020
8862,CSV,6711.48,4,2020
8863,CSV,60339.58,1,2021
8864,CSV,31560.0,2,2021
8865,CSV,5910.78,3,2021
8866,CSV,5369.84,4,2021
8867,CSV,173343.89,1,2022
8868,CSV,35799.82,2,2022
8869,CSV,22138.42,1,2023
8870,CSV,36873.81,2,2023
8871,CSWC,341191.48,3,2020
8872,CSWC,20430.0,4,2020
8873,CSWC,450143.03,2,2021
8874,IX,1709.34,2,2020
8875,IX,159018.39,3,2022
8876,IX,181660.23,1,2023
8877,IX,688471.19,2,2023
8878,IX,322394.98,3,2023
8879,CSX,10000.0,3,2020
8880,CSX,20430.0,4,2020
8881,CSX,38787.95,2,2021
8882,CSX,29929.0,3,2021
8883,CTAS,187660.93,2,2020
8884,CTAS,736077.01,3,2020
8885,CTAS,629478.09,4,2020
8886,CTAS,224539.56,1,2021
8887,CTAS,739490.35,2,2021
8888,CTAS,180311.32,3,2021
8889,CTAS,727078.59,4,2021
8890,CTAS,60208.45,1,2022
8891,CTAS,590734.48,2,2022
8892,CTAS,170721.54,3,2022
8893,CTAS,481716.69,4,2022
8894,CTAS,48737.33,1,2023
8895,CTAS,203069.55,2,2023
8896,CTAS,507131.28,3,2023
8897,CTAS,194106.83,4,2023
8898,CTAS,14731.48,1,2024
8899,CTG,109671.0,4,2022
8900,JFU,10000.0,3,2020
8901,CTLT,6640000.0,4,2021
8902,CTS,3840454.93,3,2020
8903,CTS,180984.85,2,2021
8904,CTS,374154.0,3,2021
8905,CTS,72616.0,1,2022
8906,CTS,38705.26,2,2022
8907,CTS,10607.52,3,2022
8908,CTS,29601.0,4,2022
8909,CTS,39100.0,3,2023
8910,CTSO,2897172.0,3,2020
8911,CTSO,6512015.51,4,2020
8912,CTSO,1499987.06,3,2021
8913,CTSO,535635.75,3,2022
8914,CTSO,6015864.25,4,2022
8915,CTSO,74955.0,1,2023
8916,CTSO,6500.0,2,2023
8917,CTSO,74918.0,3,2023
8918,CTV,21191.33,3,2020
8919,CTV,3063816.57,4,2020
8920,CULP,2868708.07,3,2020
8921,CULP,41360.43,4,2020
8922,CULP,927933.24,2,2021
8923,CULP,21362.2,3,2021
8924,CTVA,37000.0,4,2023
8925,CTXR,167413.83,3,2020
8926,CUBE,26147.6,2,2020
8927,CUBE,21716.0,3,2020
8928,CUBE,7268.6,4,2020
8929,CUBE,23038.8,3,2021
8930,CUBE,11742.0,1,2022
8931,CUBE,6600.0,3,2022
8932,CUBE,7800.0,3,2023
8933,CUEN,10376.3,3,2020
8934,CUEN,13000.0,3,2021
8935,CUEN,1730.48,4,2021
8936,CUTR,7258075.99,3,2020
8937,CVEO,287700.0,1,2021
8938,CVEO,283800.0,3,2021
8939,CVEO,238500.0,1,2022
8940,CVEO,164700.0,3,2022
8941,CVEO,87900.0,1,2023
8942,CVEO,45300.0,3,2023
8943,CVGI,77017.3,3,2020
8944,CVGI,74311.42,2,2021
8945,CVGW,10000.0,3,2020
8946,CVLG,19945.35,3,2020
8947,CVLG,20430.0,4,2020
8948,CVLG,23236.6,4,2021
8949,CVLT,36430.99,4,2022
8950,CVNA,10641.02,3,2020
8951,CVNA,34611.95,2,2021
8952,CVNA,11739.88,3,2021
8953,CVS,3000.0,3,2020
8954,CVS,1611556.33,4,2020
8955,CVS,6308310.43,4,2021
8956,CVS,45080.0,1,2022
8957,CVS,30290.0,2,2022
8958,CVS,5829664.1,4,2022
8959,CVS,6012115.7,3,2023
8960,CVS,12528.7,4,2023
8961,CVV,2458524.68,3,2020
8962,CVV,1634.4,4,2020
8963,CVV,54780.0,4,2021
8964,CVV,259613.0,3,2022
8965,CVV,259613.0,4,2022
8966,CVX,649797.49,2,2020
8967,CVX,19334351.45,3,2020
8968,CVX,92816818.33,4,2020
8969,CVX,7975939.89,1,2021
8970,CVX,16244466.75,2,2021
8971,CVX,15084746.03,3,2021
8972,CVX,24938965.77,4,2021
8973,CVX,4670359.46,1,2022
8974,CVX,29028649.89,2,2022
8975,CVX,43255581.82,3,2022
8976,CVX,87813968.29,4,2022
8977,CVX,62033344.46,1,2023
8978,CVX,55832846.29,2,2023
8979,CVX,35494634.07,3,2023
8980,CVX,10895167.35,4,2023
8981,CW,12851487.87,2,2020
8982,CW,4689929.91,3,2020
8983,CW,22022929.34,4,2020
8984,CW,4847085.96,1,2021
8985,CW,17344849.47,2,2021
8986,CW,7025162.28,3,2021
8987,CW,26527882.64,4,2021
8988,CW,14038813.15,1,2022
8989,CW,10937147.99,2,2022
8990,CW,19723732.65,3,2022
8991,CW,50334027.9,4,2022
8992,CW,20764018.23,1,2023
8993,CW,18809420.05,2,2023
8994,CW,9829201.07,3,2023
8995,CW,592902.86,4,2023
8996,CXM,96817.17,3,2020
8997,CXM,44000.0,4,2021
8998,CWCO,4065173.03,3,2020
8999,CWCO,64812.5,2,2021
9000,CWCO,56962.41,3,2021
9001,CWCO,14927.0,4,2021
9002,CWCO,8426.08,1,2022
9003,CWCO,74176.8,2,2022
9004,CWCO,814107.8,3,2022
9005,CWCO,243157.25,4,2022
9006,CWCO,11316.0,1,2023
9007,CWCO,188042.5,2,2023
9008,CWCO,2499.0,3,2023
9009,CWCO,41803.16,4,2023
9010,CWK,321071.68,3,2020
9011,CWK,491906.0,1,2021
9012,CWK,554731.72,2,2021
9013,CWK,424204.0,3,2021
9014,CWK,414404.0,4,2021
9015,CWK,139300.0,1,2022
9016,CWK,28930.0,2,2022
9017,CWK,78625.0,3,2022
9018,CWK,90320.0,4,2022
9019,CWK,41935.96,2,2023
9020,CWK,517378.0,3,2023
9021,CWK,214869.16,4,2023
9022,CXDO,1019523.73,3,2020
9023,CXDO,2151.96,2,2021
9024,CXDO,2171.64,4,2021
9025,CXW,252980965.35,2,2020
9026,CXW,19889080.71,3,2020
9027,CXW,125685596.57,1,2021
9028,CXW,245089354.88,2,2021
9029,CXW,69233791.28,3,2021
9030,CXW,8945174.26,4,2021
9031,CXW,99117710.2,1,2022
9032,CXW,108091969.09,2,2022
9033,CXW,186613051.4,3,2022
9034,CXW,66116802.34,4,2022
9035,CXW,99070615.82,1,2023
9036,CXW,242444394.75,2,2023
9037,CXW,35288505.47,3,2023
9038,CXW,60386121.5,4,2023
9039,CYAN,1404727.77,3,2020
9040,CYCC,81579.44,3,2020
9041,CYCN,3569715.91,3,2020
9042,CYH,13020461.0,2,2020
9043,CYH,24680101.81,3,2020
9044,CYH,1793913.72,4,2020
9045,CYH,4544093.51,1,2021
9046,CYH,40428842.47,2,2021
9047,CYH,2105980.0,3,2021
9048,CYH,4543270.44,4,2021
9049,CYH,7213447.0,1,2022
9050,CYH,9612347.74,2,2022
9051,CYH,5484150.53,3,2022
9052,CYH,2531773.0,4,2022
9053,CYH,7589560.0,1,2023
9054,CYH,12853248.33,2,2023
9055,CYH,3920318.75,3,2023
9056,CYH,1518609.0,4,2023
9057,CYN,707032.32,3,2020
9058,CYN,925123.26,2,2021
9059,KB,450402.67,3,2020
9060,KB,7528.48,1,2021
9061,KB,122095.47,2,2021
9062,DAIO,29636.12,3,2020
9063,DAIO,3325.0,1,2021
9064,KEP,23822330.62,2,2020
9065,KEP,6518500.0,3,2020
9066,KEP,15579035.24,4,2020
9067,KEP,15732825.54,1,2021
9068,KEP,20449744.52,2,2021
9069,KEP,20683278.12,3,2021
9070,KEP,2283661.07,4,2021
9071,KEP,13113339.59,1,2022
9072,KEP,10182869.93,2,2022
9073,KEP,21847014.27,3,2022
9074,KEP,13906902.91,1,2023
9075,KEP,17332076.73,2,2023
9076,KEP,14338864.29,3,2023
9077,D,1303540.09,2,2020
9078,D,610789.7,3,2020
9079,D,2597171.47,1,2021
9080,D,1088051.41,2,2021
9081,D,233262.1,3,2021
9082,D,463576.6,4,2021
9083,D,1029015.5,1,2022
9084,D,1255698.76,2,2022
9085,D,1217835.33,3,2022
9086,D,3763962.11,4,2022
9087,D,1187353.02,1,2023
9088,D,4790286.96,2,2023
9089,D,4038224.12,3,2023
9090,D,3227637.59,4,2023
9091,DAC,118648.75,3,2020
9092,DAC,126472.52,2,2021
9093,DAVE,12580.7,2,2020
9094,DAVE,78199487.07,3,2020
9095,DAVE,2093096.62,4,2020
9096,DAVE,26442.2,1,2021
9097,DAVE,16563834.08,2,2021
9098,DAVE,2932375.1,3,2021
9099,DAVE,175140.48,4,2021
9100,DAVE,528595.44,1,2022
9101,DAVE,71902.2,2,2022
9102,DAVE,225462.54,3,2022
9103,KT,550.0,2,2020
9104,KT,1936503.26,3,2020
9105,KT,333778.35,4,2020
9106,KT,281638.32,1,2021
9107,KT,2774112.46,2,2021
9108,KT,718798.23,4,2021
9109,KT,106871.02,1,2022
9110,KT,2668267.42,2,2022
9111,KT,641212.52,3,2022
9112,KT,320228.04,4,2022
9113,KT,118979.99,1,2023
9114,KT,905203.3,2,2023
9115,KT,2927806.88,3,2023
9116,DAKT,1142169.0,3,2020
9117,DAKT,24340.0,4,2020
9118,DAKT,120862.0,4,2022
9119,DAKT,250421.46,2,2023
9120,DAKT,10000.0,3,2023
9121,DAL,23653068.01,2,2020
9122,DAL,5461665603.69,3,2020
9123,DAL,186430212.03,4,2020
9124,DAL,11410142.82,1,2021
9125,DAL,2865875738.98,2,2021
9126,DAL,3507489143.69,3,2021
9127,DAL,30781985.76,4,2021
9128,DAL,5250205.32,1,2022
9129,DAL,8422339.88,2,2022
9130,DAL,11304766.31,3,2022
9131,DAL,7497607.38,4,2022
9132,DAL,3978859.77,2,2023
9133,DAL,1162137.36,3,2023
9134,DAN,41807314.87,2,2020
9135,DAN,61360925.36,3,2020
9136,DAN,88290678.27,4,2020
9137,DAN,18123722.57,1,2021
9138,DAN,54303606.79,2,2021
9139,DAN,32696021.87,3,2021
9140,DAN,87221396.38,4,2021
9141,DAN,17432959.52,1,2022
9142,DAN,38272711.35,2,2022
9143,DAN,41697414.7,3,2022
9144,DAN,82840900.76,4,2022
9145,DAN,8049835.48,1,2023
9146,DAN,49263135.08,2,2023
9147,DAN,38838861.01,3,2023
9148,DAN,95961385.56,4,2023
9149,DAR,383992.88,2,2020
9150,DAR,24000.0,1,2021
9151,DAR,393545.0,2,2021
9152,DAR,58561.99,3,2021
9153,DAR,50750.0,4,2021
9154,DAR,107135.0,1,2022
9155,DAR,183782.18,2,2022
9156,DAR,186694.04,3,2022
9157,DAR,300.0,4,2022
9158,DAR,109700.0,2,2023
9159,DAR,242000.0,4,2023
9160,DAR,87780.0,1,2024
9161,DARE,730722.0,2,2020
9162,DARE,373602.3,3,2020
9163,DARE,299696.0,4,2020
9164,DARE,309614.0,4,2021
9165,DARE,249336.0,2,2022
9166,DARE,384972.0,4,2023
9167,DASH,1456158.96,3,2020
9168,DASH,1072924.62,4,2020
9169,DASH,6992.6,1,2021
9170,DASH,300365.74,2,2021
9171,DASH,1591279.75,3,2021
9172,DASH,2351219.2,4,2021
9173,DASH,315582.38,1,2022
9174,DASH,97287.44,2,2022
9175,DASH,9626.88,3,2022
9176,DATS,7000.0,3,2020
9177,DBGI,5924.7,3,2020
9178,DBGI,10000.0,4,2020
9179,DBI,89234.4,3,2020
9180,DBI,41020.0,2,2022
9181,DBI,116789.8,3,2022
9182,DBX,1313.26,3,2020
9183,DBX,30164.4,3,2021
9184,DBX,29505.6,4,2021
9185,DBX,1019.64,2,2022
9186,DBX,112330.0,3,2022
9187,DBX,7010.0,4,2022
9188,DBX,172000.0,1,2023
9189,DBX,59670.0,4,2023
9190,LGHL,1362.0,3,2020
9191,DCI,517126.49,2,2020
9192,DCI,33829883.85,3,2020
9193,DCI,2242843.34,4,2020
9194,DCI,783590.58,1,2021
9195,DCI,9028585.73,3,2021
9196,DCI,297102.15,4,2021
9197,DCI,460187.14,1,2022
9198,DCI,1542350.35,2,2022
9199,DCI,1811702.47,3,2022
9200,DCI,662488.82,4,2022
9201,DCI,891973.88,1,2023
9202,DCI,1837749.1,2,2023
9203,DCI,1135509.87,3,2023
9204,DCI,606671.68,4,2023
9205,DCO,736543.04,2,2020
9206,DCO,1426404.76,3,2020
9207,DCO,410321.38,4,2020
9208,DCO,1104287.75,1,2021
9209,DCO,1638346.45,2,2021
9210,DCO,1781007.3,3,2021
9211,DCO,1070144.45,4,2021
9212,DCO,4270865.0,1,2022
9213,DCO,997715.97,2,2022
9214,DCO,1624179.24,3,2022
9215,DCO,3138124.25,4,2022
9216,DCO,4646302.39,1,2023
9217,DCO,5672678.18,2,2023
9218,DCO,2768500.43,3,2023
9219,DCO,48040.0,4,2023
9220,LI,108746.33,3,2020
9221,LI,53924.0,2,2021
9222,DGLY,1443305.08,3,2020
9223,DGLY,234688.71,4,2020
9224,DGLY,14015.0,4,2021
9225,DDD,575931.51,2,2020
9226,DDD,2471959.07,3,2020
9227,DDD,5588914.75,4,2020
9228,DDD,161300.0,1,2021
9229,DDD,205566.25,2,2021
9230,DDD,1407374.06,3,2021
9231,DDD,5750297.12,4,2021
9232,DDD,110416.98,1,2022
9233,DDD,37849.48,2,2022
9234,DDD,261898.0,3,2022
9235,DDD,2003809.76,4,2022
9236,DDD,157305.0,1,2023
9237,DDD,554292.5,2,2023
9238,DDD,339058.0,3,2023
9239,DDD,62920.43,4,2023
9240,DE,559330.54,2,2020
9241,DE,9573173.92,3,2020
9242,DE,4807729.54,4,2020
9243,DE,1212890.61,1,2021
9244,DE,125472.08,2,2021
9245,DE,3139507.3,3,2021
9246,DE,2841548.54,4,2021
9247,DE,10959268.41,1,2022
9248,DE,6869651.57,2,2022
9249,DE,1170312.75,3,2022
9250,DE,1342760.25,4,2022
9251,DE,332937.45,1,2023
9252,DE,1101407.06,2,2023
9253,DE,1788821.62,3,2023
9254,DE,1687027.37,4,2023
9255,DNA,2700000.0,3,2020
9256,DNA,10826222.6,4,2020
9257,DNA,1222602.0,2,2021
9258,DNA,1901141.0,3,2021
9259,DNA,1426000.0,4,2021
9260,DNA,440605.0,1,2022
9261,DNA,671671.0,2,2022
9262,DNA,18279933.0,4,2022
9263,DNA,2080470.0,1,2023
9264,DNA,1976658.0,2,2023
9265,DNA,2875911.65,3,2023
9266,DNA,21650292.08,4,2023
9267,DENN,103763.0,2,2020
9268,DENN,2212681.38,3,2020
9269,DENN,297925.62,4,2020
9270,DENN,26490.0,1,2021
9271,DENN,6305956.21,2,2021
9272,DENN,515116.31,3,2021
9273,DENN,78555.28,4,2021
9274,DENN,112092.52,1,2022
9275,DENN,38257.24,2,2022
9276,DENN,118606.24,3,2022
9277,DENN,20263.0,4,2022
9278,DENN,26256.0,1,2023
9279,DENN,39228.0,2,2023
9280,DENN,68114.0,3,2023
9281,DENN,22458.0,4,2023
9282,DFH,6033.66,4,2020
9283,DG,17944.83,3,2020
9284,DG,7864.12,1,2022
9285,DGII,104805.74,4,2020
9286,DGII,69664.0,2,2021
9287,DGII,150221.47,3,2021
9288,DGII,80969.36,4,2021
9289,DGII,31169.52,1,2022
9290,DGII,14824.83,2,2022
9291,DGII,64288.0,3,2022
9292,DGII,15264.0,4,2022
9293,DGII,40229.52,1,2023
9294,DGII,11750.0,2,2023
9295,DGII,52118.26,3,2023
9296,DGII,108692.68,4,2023
9297,LRE,41381.89,3,2020
9298,LRE,21569.6,3,2021
9299,LRE,24342.68,4,2021
9300,DGX,6877613.36,2,2020
9301,DGX,29575052.92,3,2020
9302,DGX,46314363.8,4,2020
9303,DGX,97028274.13,1,2021
9304,DGX,16411815.28,2,2021
9305,DGX,28690647.21,3,2021
9306,DGX,20992059.1,4,2021
9307,DGX,47594290.73,1,2022
9308,DGX,37695774.57,2,2022
9309,DGX,115568678.86,3,2022
9310,DGX,11252583.57,4,2022
9311,DGX,59158332.04,1,2023
9312,DGX,45122226.17,2,2023
9313,DGX,37761324.7,3,2023
9314,DGX,32199264.85,1,2024
9315,DH,80250.0,4,2020
9316,DH,140476.0,3,2021
9317,DH,44100.0,4,2021
9318,DH,51990.0,3,2022
9319,DH,151955.0,4,2022
9320,DH,53550.0,3,2023
9321,DH,67778.0,4,2023
9322,DHHC,1857941.19,3,2020
9323,DHHC,286046.36,4,2020
9324,DHHC,737153.91,2,2021
9325,DHHC,37328.57,4,2022
9326,DHI,453976.36,3,2020
9327,DHR,2471804.64,3,2020
9328,DHR,26621.7,4,2020
9329,DHR,1632072.87,2,2021
9330,DHR,49354.98,3,2021
9331,DHR,12569.27,4,2021
9332,DHR,4301.24,2,2022
9333,DHX,400449.9,2,2020
9334,DHX,1387108.32,3,2020
9335,DHX,3090.0,4,2020
9336,DHX,777800.0,1,2021
9337,DHX,1358895.33,2,2021
9338,DHX,66000.0,3,2021
9339,DHX,30322.64,4,2021
9340,DHX,115820.0,3,2022
9341,DHX,194292.0,4,2022
9342,DHX,780000.0,1,2023
9343,DHX,14343.49,3,2023
9344,DHX,207535.9,4,2023
9345,DIOD,53350.0,2,2020
9346,DIOD,2190132.62,3,2020
9347,DIOD,1043592.0,4,2020
9348,DIOD,747059.0,1,2021
9349,DIOD,571676.0,2,2021
9350,DIOD,803305.0,4,2021
9351,DIOD,75507.0,1,2022
9352,DIOD,20000.0,2,2022
9353,DIOD,1024618.0,4,2022
9354,DIOD,1461098.0,1,2023
9355,DIOD,132625.0,2,2023
9356,DIOD,341200.0,3,2023
9357,DIOD,24800.0,4,2023
9358,DIS,1090872.84,3,2020
9359,DIS,38240.0,4,2020
9360,DIS,11320.93,2,2021
9361,DIS,11320.93,3,2021
9362,DIS,4085182.73,4,2021
9363,DIS,530386.1,1,2022
9364,DIS,90655.14,3,2022
9365,DISH,15935.3,3,2020
9366,DISH,3302.37,2,2021
9367,DJCO,1284855.1,3,2020
9368,DJCO,874792.8,2,2021
9369,DJCO,25000.0,4,2021
9370,DJCO,36000.0,1,2022
9371,DJCO,30000.0,3,2022
9372,DJCO,25000.0,2,2023
9373,DJCO,25000.0,4,2023
9374,DLPN,1000.0,3,2020
9375,DLTH,41094.97,3,2020
9376,DLTR,13000.0,3,2020
9377,DLTR,3010.02,4,2020
9378,DLTR,124224.82,2,2021
9379,DLX,504555.56,3,2020
9380,DLX,73625.85,4,2020
9381,DLX,250188.64,2,2021
9382,DLX,338515.13,3,2021
9383,DLX,181667.44,4,2021
9384,DLX,56865.44,1,2022
9385,DLX,30835.32,2,2022
9386,DM,121980.0,4,2020
9387,DM,507425.0,2,2021
9388,DM,2022040.0,4,2022
9389,DM,11413.04,1,2023
9390,DM,1733077.39,3,2023
9391,DM,1540000.0,4,2023
9392,DMRC,5118623.64,3,2020
9393,DMS,54629.61,3,2020
9394,DMS,24097.47,4,2020
9395,DMS,21603.82,3,2021
9396,DMS,29541.24,4,2021
9397,DMTK,67279.3,3,2020
9398,DMTK,15822.0,3,2022
9399,DNUT,101180.6,3,2020
9400,DNUT,27491.0,4,2020
9401,DNUT,10000.0,3,2021
9402,DOCS,14151.0,2,2020
9403,DOCS,58204.0,3,2020
9404,DOCS,14858.0,2,2021
9405,DOCS,71000.0,4,2021
9406,DOCS,15601.0,2,2022
9407,DOCS,49500.0,4,2022
9408,DOCS,31991.07,1,2023
9409,DOCS,64101.0,4,2023
9410,DOCS,10374.0,1,2024
9411,DOCU,12971.33,3,2020
9412,DOMO,272771.73,3,2020
9413,DOMO,11942.6,4,2020
9414,DOMO,210548.85,2,2021
9415,DOMO,1192441.0,3,2021
9416,DOMO,30919.49,4,2021
9417,DOMO,26663.0,1,2022
9418,DOMO,5375.09,3,2022
9419,DOMO,5375.09,3,2023
9420,DOUG,97925.47,3,2020
9421,DOUG,2830.82,4,2020
9422,DRH,127385.84,2,2020
9423,DOV,217502.7,3,2020
9424,DOV,64987.72,2,2021
9425,DOV,4963311.99,3,2021
9426,DOV,41020.0,1,2022
9427,DOV,4102.0,3,2022
9428,DOW,365109.12,2,2020
9429,DOW,13479927.24,3,2020
9430,DOW,811778.03,4,2020
9431,DOW,236425.06,1,2021
9432,DOW,6260531.79,2,2021
9433,DOW,745315.7,3,2021
9434,DOW,680667.28,4,2021
9435,DOW,591454.08,1,2022
9436,DOW,254415.88,2,2022
9437,DOW,228548.34,3,2022
9438,DOW,1320576.96,4,2022
9439,DOW,232707.97,1,2023
9440,DOW,192854.6,2,2023
9441,DOW,555733.39,3,2023
9442,DOW,723732.17,4,2023
9443,DOW,99793.2,1,2024
9444,DPZ,8898072.6,3,2020
9445,DPZ,62013.0,4,2020
9446,DPZ,77775.0,2,2021
9447,DPZ,27659.2,3,2022
9448,DRMA,135889.78,3,2020
9449,DRRX,11443.5,3,2020
9450,DSGR,548817.5,2,2020
9451,DSGR,5050333.88,3,2020
9452,DSGR,212572.1,4,2020
9453,DSGR,260887.7,1,2021
9454,DSGR,240327.51,2,2021
9455,DSGR,437452.02,3,2021
9456,DSGR,224087.75,4,2021
9457,DSGR,88401.25,1,2022
9458,DSGR,296628.5,2,2022
9459,DSGR,331165.38,3,2022
9460,DSGR,367937.62,4,2022
9461,DSGR,617756.3,1,2023
9462,DSGR,205314.5,2,2023
9463,DSGR,35951.0,3,2023
9464,DSP,6139107.16,3,2020
9465,DSP,3568.44,4,2020
9466,DSP,9680.72,1,2022
9467,DSX,27713.24,3,2020
9468,DSX,14064.0,1,2022
9469,DSX,20205.28,2,2022
9470,DT,1487984.11,2,2020
9471,DT,81388.0,3,2020
9472,DT,137601.2,4,2020
9473,DT,1221332.7,1,2021
9474,DT,270000.0,3,2021
9475,DT,453500.0,4,2021
9476,DT,1757480.0,1,2022
9477,DT,54246.58,2,2022
9478,DT,447300.0,4,2022
9479,DT,2556400.0,1,2023
9480,DT,162650.6,3,2023
9481,DT,369097.95,4,2023
9482,DTE,345613.94,2,2020
9483,DTE,1468529.47,1,2021
9484,DTE,188039.69,2,2021
9485,DTE,61652.88,3,2021
9486,DTE,47512.74,4,2021
9487,DTE,816027.98,2,2022
9488,DTE,500000.0,3,2022
9489,DTE,481024.82,4,2022
9490,DTE,402641.61,1,2023
9491,DTE,758016.03,2,2023
9492,DTE,1386753.74,3,2023
9493,DTE,50000.0,1,2024
9494,DTSS,103200.14,3,2020
9495,DTSS,1502000.0,4,2020
9496,DTSS,95404.0,2,2021
9497,DTSS,1441292.0,4,2022
9498,DTSS,25000.0,4,2023
9499,DTST,490267.0,3,2020
9500,DUK,4703394.13,2,2020
9501,DUK,125038531.57,3,2020
9502,DUK,60828766.17,4,2020
9503,DUK,8138457.16,1,2021
9504,DUK,1655908.57,2,2021
9505,DUK,5377310.39,4,2021
9506,DUK,6389178.75,1,2022
9507,DUK,2249079.58,2,2022
9508,DUK,2111516.37,3,2022
9509,DUK,39244633.91,4,2022
9510,DUK,5164101.23,1,2023
9511,DUK,8270145.0,2,2023
9512,DUK,3311982.82,3,2023
9513,DUK,11641709.04,4,2023
9514,DUK,270000.0,1,2024
9515,DUNE,412216.76,3,2020
9516,DUNE,452316.57,2,2021
9517,DUOL,120000.0,4,2020
9518,DUOT,1434526.64,3,2020
9519,DVA,877059.46,2,2020
9520,DVA,661417.21,3,2020
9521,DVA,325586978.59,4,2020
9522,DVA,491458.7,1,2021
9523,DVA,1206621.94,2,2021
9524,DVA,872274.63,3,2021
9525,DVA,279256644.88,4,2021
9526,DVA,557419.75,1,2022
9527,DVA,702370.03,2,2022
9528,DVA,163939.16,3,2022
9529,DVA,279774794.48,4,2022
9530,DVA,656522.56,1,2023
9531,DVA,663248.04,2,2023
9532,DVA,267116.06,3,2023
9533,DVA,118335.56,4,2023
9534,DVA,372020.89,1,2024
9535,DVAX,997983.0,2,2020
9536,DVAX,258360.55,3,2020
9537,DVAX,192559.8,4,2020
9538,DVAX,1121463.6,1,2021
9539,DVAX,396331.9,3,2021
9540,DVAX,912844.83,4,2021
9541,DVAX,393809.7,1,2022
9542,DVAX,1101842.82,3,2022
9543,DVAX,128522.1,4,2022
9544,DVAX,1530949.26,1,2023
9545,DVAX,400854.06,2,2023
9546,DVAX,3025178.24,3,2023
9547,DVAX,298586.66,4,2023
9548,DXC,8364.0,3,2021
9549,DXC,20148.0,2,2023
9550,DYNT,3537223.49,3,2020
9551,DXPE,29754.0,3,2021
9552,DXPE,388111.0,2,2022
9553,DXPE,22133.0,4,2022
9554,DXPE,73670.0,1,2023
9555,DXPE,10260.0,2,2023
9556,DXPE,44994.56,3,2023
9557,DXR,49933.0,2,2020
9558,DXR,742694.75,3,2020
9559,DXR,5000.0,4,2020
9560,DXR,749967.0,2,2021
9561,DXR,651066.0,3,2021
9562,DXR,462324.0,4,2021
9563,DXR,50000.0,1,2022
9564,DXR,55000.0,3,2022
9565,DXR,5000.0,4,2022
9566,DXR,1099996.73,3,2023
9567,DXR,260000.0,4,2023
9568,DXYN,127476.09,3,2020
9569,DXYN,518500.0,4,2020
9570,DXYN,119526.69,2,2021
9571,DXYN,14875.0,1,2022
9572,DYAI,157553.09,3,2020
9573,EA,127782.64,3,2020
9574,EA,112514.5,2,2021
9575,EA,35035.46,4,2021
9576,EA,5017.73,1,2022
9577,EA,20000.0,2,2022
9578,EA,10000.0,4,2022
