,Ticker,Amount,Qtr,Year
1794,NEU,372584.66,2,2023
1795,NEU,366390.0,3,2023
1796,NEU,112031.0,4,2023
1797,NFG,65164.73,1,2021
1798,NFG,8500.0,1,2022
1799,NFG,48873.0,2,2022
1800,NFG,20360.0,3,2022
1801,NFG,15433.11,4,2022
1802,NFG,30689.36,1,2023
1803,NFG,52300.0,2,2023
1804,NFG,16000.0,3,2023
1805,NFG,4000.0,4,2023
1806,NICK,3483421.46,3,2020
1807,NICK,4763.64,4,2020
1808,NICK,30275.72,3,2021
1809,NICK,32218.28,3,2022
1810,NINE,17692.38,4,2020
1811,NNBR,75000.0,2,2020
1812,NNBR,489658.45,3,2020
1813,NNBR,136038.09,4,2020
1814,NNBR,316347.78,2,2021
1815,NNBR,138739.52,3,2021
1816,NNBR,40024.04,4,2021
1817,NNBR,15000.0,1,2022
1818,NNBR,108949.12,2,2022
1819,NNBR,21072.56,3,2022
1820,NJR,289945.6,3,2020
1821,NJR,48391.61,2,2021
1822,NMIH,1845851.8,3,2020
1823,NMIH,20430.0,4,2020
1824,NMIH,1881781.68,2,2021
1825,NMIH,31220.0,4,2021
1826,NMIH,175800.0,1,2022
1827,NMIH,2147300.0,4,2022
1828,NNI,44664692.44,2,2020
1829,NNI,67258090.93,3,2020
1830,NNI,45740645.85,4,2020
1831,NNI,21283460.0,1,2021
1832,NNI,29565237.69,2,2021
1833,NNI,57033881.08,3,2021
1834,NNI,37232189.18,4,2021
1835,NNI,26694137.0,1,2022
1836,NNI,54748317.16,2,2022
1837,NNI,61609876.13,3,2022
1838,NNI,96988444.46,4,2022
1839,NNI,54263552.5,1,2023
1840,NNI,75417009.08,2,2023
1841,NNI,123166864.29,3,2023
1842,NNI,109570989.06,4,2023
1843,NOC,3245454305.8,2,2020
1844,NOC,3592725350.16,3,2020
1845,NOC,2357031852.85,4,2020
1846,NOC,2526828426.11,1,2021
1847,NOC,4908155898.33,2,2021
1848,NOC,2620865713.56,3,2021
1849,NOC,2313171857.98,4,2021
1850,NOC,3237345020.0,1,2022
1851,NOC,2920578864.15,2,2022
1852,NOC,3732914222.12,3,2022
1853,NOC,2914168172.75,4,2022
1854,NOC,3389499541.63,1,2023
1855,NOC,6637901297.6,2,2023
1856,NOC,2728003832.69,3,2023
1857,NOC,507130604.26,4,2023
1858,NOC,4818330.03,1,2024
1859,NOVT,4982887.36,3,2020
1860,NOW,547836.28,3,2020
1861,NOW,5980.64,4,2020
1862,NOW,50424.13,2,2021
1863,NOW,7488.0,3,2021
1864,NOW,452555.92,4,2021
1865,NOW,505640.06,4,2022
1866,NOW,749146.8,4,2023
1867,NSPR,28529.41,3,2020
1868,NPO,12258.0,4,2020
1869,NRC,7377317.59,2,2020
1870,NRC,67717298.06,3,2020
1871,NRC,100084030.23,4,2020
1872,NRC,49763957.56,1,2021
1873,NRC,40491237.03,2,2021
1874,NRC,37229909.49,3,2021
1875,NRC,119228685.94,4,2021
1876,NRC,48293575.61,1,2022
1877,NRC,24939619.19,2,2022
1878,NRC,48953683.74,3,2022
1879,NRC,155882797.37,4,2022
1880,NRC,17860856.92,1,2023
1881,NRC,29499431.8,2,2023
1882,NRC,84256842.4,3,2023
1883,NRC,160919026.97,4,2023
1884,NRG,2543.0,3,2020
1885,NRG,3405.0,4,2020
1886,NSC,55460.0,1,2021
1887,NSC,21040.0,4,2022
1888,NSC,21880.0,3,2023
1889,NSIT,309310.2,3,2020
1890,NSIT,297192.0,4,2020
1891,NSIT,33301.78,3,2021
1892,NSIT,296664.0,4,2021
1893,NSIT,130263.0,3,2022
1894,NSIT,303034.0,4,2022
1895,NSIT,335251.0,4,2023
1896,NSP,5788.5,4,2020
1897,NSP,8629.91,2,2021
1898,NSSC,1072570.26,3,2020
1899,NSTG,245662.44,2,2020
1900,NSTG,53995.61,3,2020
1901,NSTG,2147209.61,4,2020
1902,NSTG,180449.91,1,2021
1903,NSTG,722853.0,2,2021
1904,NSTG,283969.5,3,2021
1905,NSTG,1842352.04,4,2021
1906,NSTG,135744.0,1,2022
1907,NSTG,179309.0,2,2022
1908,NSTG,699863.1,3,2022
1909,NSTG,805902.65,4,2022
1910,NSTG,170659.83,1,2023
1911,NSTG,244440.09,2,2023
1912,NSTG,561026.37,3,2023
1913,NSTG,1576503.42,4,2023
1914,NSYS,173720.29,2,2020
1915,NSYS,6346758.32,3,2020
1916,NSYS,152942.0,4,2020
1917,NSYS,101482.0,1,2021
1918,NSYS,89313.0,2,2021
1919,NSYS,157564.38,3,2021
1920,NSYS,135781.9,4,2021
1921,NSYS,116752.25,1,2022
1922,NSYS,179078.5,2,2022
1923,NSYS,139552.75,3,2022
1924,NSYS,110150.0,1,2023
1925,NSYS,277232.25,2,2023
1926,NSYS,90812.7,3,2023
1927,NTAP,8000.0,4,2021
1928,NTAP,58600.0,1,2022
1929,NTCT,2160.0,4,2020
1930,NTWK,477800.2,3,2020
1931,NTR,6109869.97,3,2020
1932,NTR,131590.88,4,2020
1933,NTR,1568419.45,2,2021
1934,NTR,277689.94,3,2021
1935,NTR,22919.26,4,2021
1936,NTR,370621.68,2,2022
1937,NTR,208703.4,4,2022
1938,NTR,262295.72,2,2023
1939,NTR,4804.0,3,2023
1940,NTR,10896.3,1,2024
1941,NTRA,123778.26,3,2020
1942,NTRA,28302.46,4,2020
1943,NTRA,164224.49,2,2021
1944,NTRA,289519.14,3,2021
1945,NTRA,1010.4,4,2021
1946,NTRA,83623.12,1,2022
1947,NTRA,34799.52,2,2022
1948,NTRA,3516.0,3,2022
1949,NTRA,2807616.0,4,2022
1950,NTRA,496460.0,4,2023
1951,NTRS,70000.0,2,2020
1952,NTRS,409748.51,3,2020
1953,NTRS,5354194.96,4,2020
1954,NTRS,408581.11,2,2021
1955,NTRS,1696829.0,3,2021
1956,NTRS,41220.0,4,2021
1957,NTRS,1041017.0,1,2022
1958,NTRS,82056.48,2,2022
1959,NTRS,2420485.69,4,2022
1960,NTRS,200000.0,4,2023
1961,NUE,3394952.89,3,2020
1962,NUE,215633.6,4,2020
1963,NUE,324801.67,1,2021
1964,NUE,2567365.19,2,2021
1965,NUE,25520.08,3,2021
1966,NUE,215633.6,4,2021
1967,NUE,61605.94,1,2022
1968,NUE,12458.36,2,2022
1969,NUE,2368488.0,3,2022
1970,NUE,89570.88,4,2022
1971,NVAX,21952384.0,3,2020
1972,NVAX,8000000.0,4,2020
1973,NVAX,15718275.0,2,2021
1974,NVAX,21603.82,3,2021
1975,NVAX,14500.0,3,2023
1976,NVAX,25031640.0,4,2023
1977,NVCR,294000.0,2,2020
1978,NVCR,231000.0,3,2020
1979,NVCR,542565.0,4,2020
1980,NVCR,882000.0,1,2021
1981,NVCR,1315383.18,2,2021
1982,NVCR,1554000.0,3,2021
1983,NVCR,1344000.0,4,2021
1984,NVCR,1674116.82,1,2022
1985,NVCR,1507500.0,2,2022
1986,NVCR,2035500.0,3,2022
1987,NVCR,2005582.91,4,2022
1988,NVCR,1219070.21,1,2023
1989,NVCR,1033951.74,2,2023
1990,NVCR,1590344.11,3,2023
1991,NVCR,2567342.14,4,2023
1992,NVCR,117463.28,1,2024
1993,NVDA,4221962.0,2,2020
1994,NVDA,505446.0,4,2020
1995,NVDA,2860869.0,2,2021
1996,NVDA,551893.0,3,2021
1997,NVDA,281800.0,1,2022
1998,NVDA,427851.0,2,2022
1999,NVDA,77040.0,1,2023
2000,NVDA,182523.0,2,2023
2001,NVDA,401986.0,3,2023
2002,NVDA,438926.0,4,2023
2003,NVFY,152206.59,3,2020
2004,NVFY,139991.89,2,2021
2005,NVRO,759848.0,2,2020
2006,NVRO,136207.0,3,2020
2007,NVRO,622104.0,4,2020
2008,NVRO,904550.08,1,2021
2009,NVRO,480509.65,2,2021
2010,NVRO,1304154.2,3,2021
2011,NVRO,194656.0,4,2021
2012,NVRO,1049100.0,1,2022
2013,NVRO,156416.0,2,2022
2014,NVRO,216338.0,3,2022
2015,NVRO,513923.0,4,2022
2016,NVRO,295031.0,1,2023
2017,NVRO,361890.0,2,2023
2018,NVRO,395475.0,3,2023
2019,NVRO,596127.17,4,2023
2020,NVTA,580860.0,2,2020
2021,NVTA,174515.0,4,2020
2022,NVTA,576425.0,1,2021
2023,NVTA,597025.0,2,2021
2024,NVTA,33375.0,3,2021
2025,NVTA,70713.34,4,2021
2026,NVTA,200730.0,1,2022
2027,NVTA,77600.0,3,2022
2028,NVTA,205775.0,1,2023
2029,NVTA,150870.0,3,2023
2030,NVTA,159600.0,1,2024
2031,NWPX,10171.56,2,2020
2032,NWPX,4322065.04,3,2020
2033,NWPX,13153.88,4,2020
2034,NWPX,93090.0,3,2021
2035,NWPX,14134.32,2,2022
2036,NWPX,4688.0,3,2022
2037,NWSA,3328182.98,3,2020
2038,NWSA,65059.58,4,2020
2039,NWSA,13380.0,1,2021
2040,NWSA,963890.87,2,2021
2041,NWSA,34559.73,3,2021
2042,NWSA,10000.0,4,2021
2043,NWSA,40961.4,2,2022
2044,NXE,7405.0,3,2020
2045,NXE,211054.39,2,2021
2046,NXE,101535.65,4,2021
2047,NXE,3814.92,2,2022
2048,NXE,159925.89,3,2022
2049,NXE,118030.33,4,2022
2050,NXE,11011.06,1,2023
2051,NXGN,51549.0,2,2020
2052,NXGN,68700.0,4,2020
2053,NXGN,51549.0,3,2021
2054,NXGN,51549.4,2,2022
2055,NXGN,43761.0,3,2023
2056,NXGN,62400.0,4,2023
2057,NXRT,3075394.85,3,2020
2058,OCC,5067080.08,3,2020
2059,OCC,27644.17,4,2020
2060,OCC,12600.0,3,2021
2061,OCC,63000.0,4,2021
2062,OCC,56953.26,3,2022
2063,OCC,16070.0,4,2022
2064,OCC,51267.58,1,2023
2065,OCC,12549.24,3,2023
2066,OCGN,428663.34,3,2020
2067,OCX,1160554.0,3,2020
2068,ODP,261235.82,3,2020
2069,ODP,171495.95,2,2021
2070,OFIX,15178.42,3,2020
2071,OGE,52500.0,2,2020
2072,OGE,4058895.0,3,2020
2073,OGE,2058947.55,4,2020
2074,OGE,165192.74,1,2021
2075,OGE,4025861.0,3,2021
2076,OGE,2025522.29,4,2021
2077,OGE,4068054.57,1,2022
2078,OGE,41806.0,2,2022
2079,OGE,16695.62,3,2022
2080,OGE,30200.46,4,2022
2081,OGE,170686.0,1,2023
2082,OGE,20229.56,4,2023
2083,OGE,81500.0,1,2024
2084,OGS,960642.75,2,2020
2085,OGS,1672026.64,3,2020
2086,OGS,275520.82,4,2020
2087,OGS,548972.25,1,2021
2088,OGS,3022425.38,2,2021
2089,OGS,146393.07,3,2021
2090,OGS,577457.15,4,2021
2091,OGS,1194574.32,1,2022
2092,OGS,910264.78,2,2022
2093,OGS,1780533.62,3,2022
2094,OGS,1393685.61,4,2022
2095,OGS,939242.52,1,2023
2096,OGS,2087583.33,2,2023
2097,OGS,1927584.18,3,2023
2098,OGS,72600.0,1,2024
2099,OII,13858807.19,2,2020
2100,OII,16849604.97,3,2020
2101,OII,29991056.06,4,2020
2102,OII,3181897.39,1,2021
2103,OII,20393608.37,2,2021
2104,OII,22707398.32,3,2021
2105,OII,26460176.12,4,2021
2106,OII,6345524.45,1,2022
2107,OII,36381783.4,2,2022
2108,OII,21229562.83,3,2022
2109,OII,24889212.78,4,2022
2110,OII,1178202.96,1,2023
2111,OII,23276507.94,2,2023
2112,OII,40606696.08,3,2023
2113,OII,616734.49,4,2023
2114,OKE,10370.0,2,2021
2115,OLED,3384448.11,3,2020
2116,OLED,20430.0,4,2020
2117,OLED,21602.78,3,2021
2118,OLN,79778847.81,2,2020
2119,OLN,508392.95,3,2020
2120,OLN,3287502.44,4,2020
2121,OLN,142562.21,1,2021
2122,OLN,434923.8,2,2021
2123,OLN,124071.79,3,2021
2124,OLN,368411.91,4,2021
2125,OLN,17510.15,1,2022
2126,OLN,35694.99,3,2022
2127,OLN,137021.55,4,2022
2128,OMC,1061828.46,2,2020
2129,OMC,2647217.22,3,2020
2130,OMC,90799.34,4,2020
2131,OMC,1094096.4,1,2021
2132,OMC,2212147.19,2,2021
2133,OMC,1014078.99,4,2021
2134,OMC,1041489.43,1,2022
2135,OMC,1072908.0,2,2022
2136,OMC,2082096.24,3,2022
2137,OMC,45919.6,4,2022
2138,OMC,1022624.13,1,2023
2139,OMC,1078196.9,2,2023
2140,OMC,2299058.05,3,2023
2141,OMCL,8539666.96,2,2020
2142,OMCL,18655340.99,3,2020
2143,OMCL,51336454.84,4,2020
2144,OMCL,11317626.95,1,2021
2145,OMCL,9719464.39,2,2021
2146,OMCL,8211081.87,3,2021
2147,OMCL,42889060.65,4,2021
2148,OMCL,6723419.37,1,2022
2149,OMCL,7413106.48,2,2022
2150,OMCL,7924924.29,3,2022
2151,OMCL,17608881.15,4,2022
2152,OMCL,12660903.24,1,2023
2153,OMCL,15826407.18,2,2023
2154,OMCL,5621978.85,3,2023
2155,OMCL,25835698.71,4,2023
2156,OMCL,4064694.23,1,2024
2157,OMER,5165.34,3,2020
2158,OMER,20430.0,4,2020
2159,OMER,1382131.0,3,2023
2160,OMEX,407200.88,3,2020
2161,OMI,72406508.68,2,2020
2162,OMI,53978556.59,3,2020
2163,OMI,71715860.93,4,2020
2164,OMI,40761606.44,1,2021
2165,OMI,53645118.51,2,2021
2166,OMI,52638928.14,3,2021
2167,OMI,75456412.37,4,2021
2168,OMI,40345258.89,1,2022
2169,OMI,53378031.16,2,2022
2170,OMI,49763366.57,3,2022
2171,OMI,67804573.62,4,2022
2172,OMI,33335951.89,1,2023
2173,OMI,51260052.5,2,2023
2174,OMI,50972564.66,3,2023
2175,OMI,7232230.78,4,2023
2176,ONCT,306182.29,3,2020
2177,ONCT,1223231.0,4,2021
2178,ONCT,1023231.0,4,2022
2179,ONCT,753745.0,2,2023
2180,OPGN,961856.19,3,2020
2181,OPGN,12104.68,4,2020
2182,OPGN,12438.82,2,2021
2183,OPK,54000.0,2,2021
2184,ORCL,162780783.57,2,2020
2185,ORCL,153568415.27,3,2020
2186,ORCL,746746357.67,4,2020
2187,ORCL,120072173.0,1,2021
2188,ORCL,122570154.66,2,2021
2189,ORCL,153343399.73,3,2021
2190,ORCL,615618337.12,4,2021
2191,ORCL,124815643.75,1,2022
2192,ORCL,66636215.39,2,2022
2193,ORCL,367075042.99,3,2022
2194,ORCL,1500701456.54,4,2022
2195,ORCL,93851791.55,1,2023
2196,ORCL,213645260.33,2,2023
2197,ORCL,501631862.24,3,2023
2198,ORCL,52959060.12,4,2023
2199,ORCL,121548.0,1,2024
2200,ORLY,4000.0,3,2020
2201,ORLY,28954.71,4,2021
2202,ORLY,5000.0,3,2023
2203,PAG,16352.51,3,2020
2204,OSG,6000000.0,3,2023
2205,OSIS,1532.66,2,2020
2206,OSIS,126140.0,3,2020
2207,OSIS,27895.0,4,2020
2208,OSIS,201670.0,4,2021
2209,OSIS,138612.0,3,2023
2210,OSK,960894390.34,2,2020
2211,OSK,401432514.17,3,2020
2212,OSK,147461870.3,4,2020
2213,OSK,971338337.12,1,2021
2214,OSK,112945082.85,2,2021
2215,OSK,526157755.92,3,2021
2216,OSK,558200152.48,4,2021
2217,OSK,618427295.32,1,2022
2218,OSK,154953631.84,2,2022
2219,OSK,587483468.46,3,2022
2220,OSK,233385062.51,4,2022
2221,OSK,808001587.06,1,2023
2222,OSK,350966195.79,2,2023
2223,OSK,366149825.21,3,2023
2224,OSK,8276100.9,4,2023
2225,OSPN,92004.0,2,2020
2226,OSPN,808500.0,3,2020
2227,OSPN,954750.0,4,2020
2228,OSPN,31822.41,3,2021
2229,OSPN,662550.0,4,2021
2230,OSPN,872550.0,4,2022
2231,OSS,22046.0,2,2020
2232,OSS,20964.0,4,2020
2233,OSS,22185.0,2,2023
2234,OSTK,10117.58,4,2022
2235,OSUR,130184.99,2,2020
2236,OSUR,1338560.12,3,2020
2237,OSUR,6635.0,4,2020
2238,OSUR,15553.0,1,2021
2239,OSUR,4747.0,2,2021
2240,OSUR,3973.0,3,2021
2241,OSUR,178992866.95,4,2021
2242,OSUR,392095503.8,1,2022
2243,OSUR,8568661.06,2,2022
2244,OSUR,381039.9,3,2022
2245,OSUR,8652925.93,4,2022
2246,OSUR,64137870.0,1,2023
2247,OSUR,1099.95,2,2023
2248,OSUR,24.99,3,2023
2249,OSUR,12634208.0,4,2023
2250,OTEX,2113856.02,2,2020
2251,OTEX,2066334.87,3,2020
2252,OTEX,2953626.86,4,2020
2253,OTEX,3550507.58,1,2021
2254,OTEX,1877868.97,2,2021
2255,OTEX,1120664.31,3,2021
2256,OTEX,4348880.6,4,2021
2257,OTEX,1890958.75,1,2022
2258,OTEX,1277618.26,2,2022
2259,OTEX,1430793.72,3,2022
2260,OTEX,2358248.69,4,2022
2261,OTEX,3718510.59,1,2023
2262,OTEX,1113845.9,2,2023
2263,OTEX,617680.63,3,2023
2264,OTEX,1208437.65,4,2023
2265,OTEX,11013.52,1,2024
2266,OTTR,624274.53,2,2020
2267,OTTR,736606.3,3,2020
2268,OTTR,226856.74,4,2020
2269,OTTR,708294.71,1,2021
2270,OTTR,581750.25,2,2021
2271,OTTR,12094619.35,3,2021
2272,OTTR,498105.75,4,2021
2273,OTTR,812602.93,1,2022
2274,OTTR,487180.55,2,2022
2275,OTTR,786714.12,3,2022
2276,OTTR,327456.46,4,2022
2277,OTTR,526349.09,1,2023
2278,OTTR,589838.56,2,2023
2279,OTTR,648959.24,3,2023
2280,OTTR,24665.08,4,2023
2281,OUT,210748.0,2,2020
2282,OUT,686430.0,4,2020
2283,OUT,283000.0,3,2021
2284,OUT,723030.0,4,2021
2285,OUT,12000.0,2,2022
2286,OUT,299750.0,4,2022
2287,OUT,250000.0,2,2023
2288,OUT,61850.0,3,2023
2289,OUT,47840.0,4,2023
2290,OXY,47961.25,2,2021
2291,OXM,525473.04,3,2020
2292,OXM,610087.81,2,2021
2293,OXM,13000.0,4,2021
2294,PACB,391760.22,2,2020
2295,PACB,107279.03,3,2020
2296,PACB,422985.59,4,2020
2297,PACB,331380.0,1,2021
2298,PACB,354844.0,3,2021
2299,PACB,3052657.63,4,2021
2300,PACB,291721.11,1,2022
2301,PACB,273806.18,2,2022
2302,PACB,316419.46,3,2022
2303,PACB,1472396.1,4,2022
2304,PACB,320981.0,1,2023
2305,PACB,2621627.25,2,2023
2306,PACB,199139.42,3,2023
2307,PACB,2882588.14,4,2023
2308,PANW,90000.0,3,2023
2309,PAR,28497.32,3,2020
2310,PATK,260359.49,3,2020
2311,PATK,1188.0,3,2021
2312,PATK,8937.84,4,2021
2313,PATK,504300.0,2,2023
2314,PAVM,314427.98,3,2020
2315,PAVM,10187.76,4,2020
2316,PAVM,6588.06,2,2021
2317,PAVM,20533.84,4,2021
2318,PBI,8242527.7,2,2020
2319,PBI,8840373.8,3,2020
2320,PBI,10368276.98,4,2020
2321,PBI,10109794.87,1,2021
2322,PBI,6287157.14,2,2021
2323,PBI,6534096.61,3,2021
2324,PBI,10299533.08,4,2021
2325,PBI,7315041.72,1,2022
2326,PBI,4089001.71,2,2022
2327,PBI,13575321.01,3,2022
2328,PBI,10364434.28,4,2022
2329,PBI,7190737.26,1,2023
2330,PBI,10054819.92,2,2023
2331,PBI,10613517.47,3,2023
2332,PBI,18768515.38,4,2023
2333,PBI,384928.04,1,2024
2334,PBPB,970015.68,3,2020
2335,PBPB,10183362.0,4,2020
2336,PBPB,873154.0,2,2021
2337,PBPB,15000.0,3,2021
2338,PCAR,6528851.0,3,2020
2339,PCAR,1500000.0,4,2020
2340,PCAR,9733299.0,3,2022
2341,PCAR,6400000.0,4,2022
2342,PCAR,10000000.0,4,2023
2343,PCRX,953.4,4,2020
2344,PCTI,46461.0,4,2021
2345,PCYG,1693918.65,3,2020
2346,PCYG,749.1,4,2020
2347,PCYG,303841.0,2,2021
2348,PCYG,9526.56,4,2021
2349,PCYO,130578.34,3,2020
2350,PDCO,8319.07,2,2020
2351,PDCO,1110826.89,3,2020
2352,PDCO,25062.8,4,2020
2353,PDCO,418975.99,2,2021
2354,PDCO,9578.36,3,2021
2355,PDCO,43926.56,2,2022
2356,PDCO,10234.15,3,2022
2357,PDFS,130652.31,3,2020
2358,PDFS,65819.43,3,2021
2359,PDS,2693576.19,3,2020
2360,PDS,20430.0,4,2020
2361,PDS,1452856.13,2,2021
2362,PDS,34619.14,3,2021
2363,PEGA,36016.14,2,2020
2364,PEGA,4538481.0,3,2020
2365,PEGA,2666466.06,4,2020
2366,PEGA,7421095.04,3,2021
2367,PEGA,7643727.84,3,2022
2368,PEGA,3908129.46,3,2023
2369,PEN,130240.0,2,2020
2370,PEN,1175943.06,3,2020
2371,PEN,264614.54,4,2020
2372,PEN,78338.02,1,2021
2373,PEN,174242.96,2,2021
2374,PEN,913572.58,3,2021
2375,PEN,91991.0,4,2021
2376,PEN,143180.0,1,2022
2377,PEN,94682.0,2,2022
2378,PEN,82288.24,3,2022
2379,PEN,213290.8,4,2022
2380,PEN,51506.05,1,2023
2381,PEN,156191.25,2,2023
2382,PEN,146641.0,3,2023
2383,PEN,180509.0,4,2023
2384,PEP,3181.82,2,2020
2385,PEP,3209.61,2,2021
2386,PEP,6806.52,3,2021
2387,PEP,2224.44,1,2022
2388,PEP,47002.17,1,2023
2389,PEP,445368.86,2,2023
2390,PEP,856198.2,3,2023
2391,PEP,127576.59,4,2023
2392,PETQ,144224.86,3,2020
2393,PETQ,3268.8,4,2020
2394,PETQ,11666.25,2,2021
2395,POOL,8536899.69,3,2020
2396,POOL,287444.16,4,2020
2397,POOL,16890.84,1,2021
2398,POOL,3088612.06,2,2021
2399,POOL,416763.24,3,2021
2400,POOL,152997.2,4,2021
2401,POOL,104424.5,1,2022
2402,POOL,62583.5,2,2022
2403,POOL,107097.36,3,2022
2404,POOL,20000.0,4,2022
2405,POOL,75000.0,4,2023
2406,PFE,408948009.28,2,2020
2407,PFE,153690297.26,3,2020
2408,PFE,307882714.77,4,2020
2409,PFE,2180959174.4,1,2021
2410,PFE,2393456155.25,2,2021
2411,PFE,218992046.92,3,2021
2412,PFE,9317758125.02,4,2021
2413,PFE,8407120116.16,1,2022
2414,PFE,3003707370.12,2,2022
2415,PFE,3477031964.9,3,2022
2416,PFE,3132568691.18,4,2022
2417,PFE,2125646223.28,1,2023
2418,PFE,299190780.14,2,2023
2419,PFE,83709578.24,3,2023
2420,PFE,651096697.51,4,2023
2421,PFE,215205.0,1,2024
2422,PFGC,223784.0,3,2020
2423,PFGC,100384.0,1,2021
2424,PFGC,252730.8,2,2021
2425,PFGC,100682.68,3,2021
2426,PFGC,104270.64,1,2022
2427,PFGC,873.09,2,2022
2428,PFGC,139999.84,4,2022
2429,PFGC,5040.0,3,2023
2430,PFIS,23042.12,3,2020
2431,PFIS,106170.02,4,2020
2432,PFIS,12530.07,2,2021
2433,PFSW,16170.0,4,2021
2434,PG,7446321.86,3,2020
2435,PGRE,2592342.28,1,2023
2436,PGRE,575335.55,2,2023
2437,PGRE,14997544.68,3,2023
2438,PGRE,5652958.24,4,2023
2439,PH,51774802.92,2,2020
2440,PH,32374895.37,3,2020
2441,PH,61063975.73,4,2020
2442,PH,35613877.73,1,2021
2443,PH,34261681.86,2,2021
2444,PH,32035208.86,3,2021
2445,PH,32250841.99,4,2021
2446,PH,34797011.24,1,2022
2447,PH,37324929.87,2,2022
2448,PH,48027028.98,3,2022
2449,PH,146298339.99,4,2022
2450,PH,33102363.0,1,2023
2451,PH,88178955.73,2,2023
2452,PH,152531446.14,3,2023
2453,PH,44943513.07,4,2023
2454,PHIO,235229.53,3,2020
2455,PHR,6888783.56,3,2020
2456,PHUN,2899360.76,3,2020
2457,PII,38319735.83,2,2020
2458,PII,76371796.2,3,2020
2459,PII,33107709.05,4,2020
2460,PII,13621893.1,1,2021
2461,PII,39333895.67,2,2021
2462,PII,43626650.94,3,2021
2463,PII,23374549.47,4,2021
2464,PII,5576470.79,1,2022
2465,PII,12286101.66,2,2022
2466,PII,20962005.96,3,2022
2467,PII,43237189.94,4,2022
2468,PII,2791984.39,1,2023
2469,PII,19057158.94,2,2023
2470,PII,35632860.89,3,2023
2471,PII,24566860.1,4,2023
2472,PINC,19356258.75,2,2020
2473,PINC,418701142.6,3,2020
2474,PINC,57468741.21,4,2020
2475,PINC,20419501.39,1,2021
2476,PINC,178940615.71,2,2021
2477,PINC,36013358.75,3,2021
2478,PINC,62559400.58,4,2021
2479,PINC,34595188.05,1,2022
2480,PINC,12970923.48,2,2022
2481,PINC,22320946.11,3,2022
2482,PINC,42296423.27,4,2022
2483,PINC,32136833.91,1,2023
2484,PINC,14114450.41,2,2023
2485,PINC,22166093.94,3,2023
2486,PINC,20079027.93,4,2023
2487,PINC,395568.98,1,2024
2488,PINS,8062.42,3,2020
2489,PK,177828.55,3,2021
2490,PK,62039.03,4,2021
2491,PK,5568382.13,1,2022
2492,PK,2374277.18,2,2022
2493,PK,55106.53,4,2022
2494,PKE,9889.9,3,2021
2495,PKG,145328.75,3,2020
2496,PLAB,1989475.04,4,2020
2497,PLAB,2019910.04,4,2021
2498,PLAB,31410.0,3,2022
2499,PLAB,19950.0,3,2023
2500,RFL,1000.0,3,2020
2501,RFL,3513.96,4,2020
2502,PLCE,2167609.06,3,2020
2503,PLCE,6156195.0,4,2020
2504,PLCE,725000.0,1,2021
2505,PLCE,2653892.64,2,2021
2506,PLCE,947078.21,3,2021
2507,PLCE,6361450.0,4,2021
2508,PLCE,10000.0,2,2022
2509,PLCE,6532312.0,4,2022
2510,PLCE,9078841.0,4,2023
2511,PLD,9017.7,3,2020
2512,PLD,37397.64,2,2021
2513,PLD,6766.43,3,2021
2514,PLD,4464.13,2,2022
2515,PLMR,18035.88,3,2020
2516,PLMR,10897.83,2,2021
2517,PLMR,442360.0,3,2021
2518,PLNT,4575034.58,3,2020
2519,PLNT,181791.68,4,2020
2520,PLNT,13380.0,1,2021
2521,PLNT,1649656.07,2,2021
2522,PLNT,177876.17,3,2021
2523,PLNT,5000.0,4,2021
2524,PLOW,21191.33,3,2020
2525,PLTR,34357567.98,2,2020
2526,PLTR,106294626.72,3,2020
2527,PLTR,125705966.27,4,2020
2528,PLTR,38022398.84,1,2021
2529,PLTR,18418080.91,2,2021
2530,PLTR,57768740.69,3,2021
2531,PLTR,114725209.49,4,2021
2532,PLTR,48775258.44,1,2022
2533,PLTR,117778695.55,2,2022
2534,PLTR,100754691.16,3,2022
2535,PLTR,131545988.46,4,2022
2536,PLTR,93520605.23,1,2023
2537,PLTR,126660400.33,2,2023
2538,PLTR,90777753.06,3,2023
2539,PLTR,112494724.47,4,2023
2540,PLUG,23430.0,3,2020
2541,PLUG,5822163.14,4,2020
2542,PLUG,1214549.07,2,2022
2543,PLUS,5837064.19,3,2020
2544,PLUS,3741288.19,4,2020
2545,PLUS,1100585.07,1,2021
2546,PLUS,833356.12,2,2021
2547,PLUS,2020744.25,3,2021
2548,PLUS,1034554.65,4,2021
2549,PLUS,3241714.25,1,2022
2550,PLUS,4902290.32,2,2022
2551,PLUS,2855422.77,3,2022
2552,PLUS,5595979.68,4,2022
2553,PLUS,2035329.69,1,2023
2554,PLUS,2838973.0,2,2023
2555,PLUS,3769935.37,3,2023
2556,PLUS,1946231.58,4,2023
2557,PLXS,62438.78,2,2020
2558,PLXS,15190103.2,3,2020
2559,PLXS,4217055.67,4,2020
2560,PLXS,90109.81,1,2021
2561,PLXS,3808661.61,2,2021
2562,PLXS,631412.02,3,2021
2563,PLXS,21790577.23,4,2021
2564,PLXS,4768611.48,1,2022
2565,PLXS,1403155.88,2,2022
2566,PLXS,1831450.06,3,2022
2567,PLXS,6345151.7,4,2022
2568,PLXS,382548.33,1,2023
2569,PLXS,543136.02,2,2023
2570,PLXS,4903215.22,3,2023
2571,PLXS,5208600.22,4,2023
2572,RIVN,2000.0,4,2020
