,Ticker,App,Created,Publisher,Rating,Count,Time
129,BA,Boeing News Now,2016-03-23,The Boeing Company,2.675,40,2023-10-15
130,BAC,Bank of America Mobile Banking,2019-02-01,Bank of America,4.82057,4307838,2023-10-15
131,BAC,BofA Prepaid Mobile,2018-03-09,Bank of America,4.82885,309428,2023-10-15
132,BAC,Bank of America Private Bank,2016-04-25,"U.S. Trust, Bank of America Private Wealth Management",4.56646,978,2023-10-15
133,BAC,MyHealth BofA,2016-12-02,Bank of America,4.49176,2550,2023-10-15
134,BANC,Banc of California Mobile,2014-04-03,"Banc Of California, Inc.",4.68316,849,2023-10-15
135,BANC,Banc of Cal Business - Token,2019-11-06,"Banc Of California, Inc.",5.0,1,2023-10-15
136,BAP,Credicorp Bank Mobile,2021-08-26,CREDICORP BANK S A,0.0,0,2023-10-15
137,BAP,Credicorp Capital E-Trading 2,2021-04-13,Credicorp Capital Colombia S.A.,0.0,0,2023-10-15
138,BB,BlackBerry Work,2014-07-13,BlackBerry Corporation,1.66214,589,2023-10-15
139,BB,BlackBerry UEM Client,2016-01-27,BlackBerry Corporation,1.6948400000000001,639,2023-10-15
140,BB,BlackBerry Access,2014-02-11,BlackBerry Corporation,2.28296,311,2023-10-15
141,BB,BlackBerry Connect,2012-09-14,BlackBerry Corporation,1.5669300000000002,127,2023-10-15
142,BBVA,BBVA México,2010-06-03,"BBVA Bancomer, S.A.",4.85989,98304,2023-10-15
143,BBVA,BBVA Provinet Móvil | VE,2015-05-25,BBVA,2.57446,470,2023-10-15
144,BBVA,BBVA Provincial Dinero Rápido,2020-07-27,BBVA,2.47248,218,2023-10-15
145,BBVA,BBVA Spain | Online banking,2010-06-08,BBVA,4.66715,688,2023-10-15
146,BBW,Build-A-Bear Merry Mission™,2023-09-16,"Build-A-Bear Workshop, Inc.",0.0,0,2023-10-15
147,BBW,Promise Pets by Build-A-Bear: A Virtual Pet Game,2015-04-09,"Build-A-Bear Workshop, Inc.",3.55372,121,2023-10-15
148,BBW,Kabu Pop Party Quest,2018-07-26,"Build-A-Bear Workshop, Inc.",4.04167,48,2023-10-15
149,BBY,Best Buy,2009-05-16,"Best Buy Co., Inc.",4.86182,696924,2023-10-15
150,BCH,Mi Banco Chile,2020-10-14,Banco de Chile,3.2,5,2023-10-15
151,BCH,Mi Banco_Edwards,2020-10-14,Banco de Chile,1.0,1,2023-10-15
152,BCOV,PLAY TV Streamed by Brightcove,2020-05-14,Brightcove,4.25,12,2023-10-15
153,BCS,Barclays US Credit Cards,2011-03-29,Barclays Bank of Delaware,4.81722,175854,2023-10-15
154,BCS,Barclays US Savings,2018-04-04,Barclays Bank of Delaware,3.31673,1064,2023-10-15
155,BCS,BarclaysNow,2018-01-31,Barclays Services Limited,3.55556,9,2023-10-15
156,BDC,百通在线,2020-06-29,"Henan Belden Education Technology Co., Ltd",0.0,0,2023-10-15
157,BDC,卓考网校,2020-02-26,"Henan Belden Education Technology Co., Ltd",0.0,0,2023-10-15
158,BDC,救命稻草题库,2020-06-17,"Henan Belden Education Technology Co., Ltd",0.0,0,2023-10-15
159,BDC,雪松课堂,2021-06-15,"Henan Belden Education Technology Co., Ltd",0.0,0,2023-10-15
160,BEAT,BioTel Heart,2016-05-26,"BioTelemetry, Inc.",3.0,12,2023-10-15
161,BEAT,Remote INR,2018-07-26,"BioTelemetry, Inc.",3.81818,22,2023-10-15
162,BECN,Beacon PRO+,2017-07-26,"BEACON ROOFING SUPPLY, INC.",4.21739,23,2023-10-15
163,BFIN,BankFinancial Mobile App,2011-02-23,BankFinancial,4.73744,1055,2023-10-15
164,BFIN,BankFinancial Business RDC,2022-01-14,BankFinancial,0.0,0,2023-10-15
165,BFIN,BankFinancial FUND,2021-07-29,BankFinancial,0.0,0,2023-10-15
166,BID,Sotheby's,2015-12-08,Sotheby's,3.3050800000000002,59,2023-10-15
167,BID,Sotheby's International Realty,2019-05-29,"Sotheby's International Realty, Inc.",1.5714299999999999,42,2023-10-15
168,BIDU,百度,2010-08-30,"Beijing Baidu Netcom Science & Technology Co.,Ltd",4.48428,22906,2023-10-15
169,BIDU,"百度地图-路线规划,出行必备",2011-07-31,"Beijing Baidu Netcom Science & Technology Co.,Ltd",4.74606,14716,2023-10-15
170,BIDU,百度贴吧-聊兴趣，上贴吧,2011-11-11,"Beijing Baidu Netcom Science & Technology Co.,Ltd",3.09115,4191,2023-10-15
171,BIDU,百度翻译-英语学习必备,2013-03-07,"Beijing Baidu Netcom Science & Technology Co.,Ltd",4.73238,3576,2023-10-15
172,BIIB,Intuition: Brain Health Study,2021-09-19,Biogen Inc. Intuition Study,4.79287,8777,2023-10-15
173,BIIB,Aby,2018-06-13,Biogen Inc.,3.52941,51,2023-10-15
174,BIO,Inside Immunotherapy,2018-07-06,Bio-Rad Laboratories,4.66667,3,2023-10-15
175,BJRI,BJ’s Mobile App,2014-05-22,BJ's Restaurants Inc.,4.12191,8851,2023-10-15
176,BK,BNY Mellon Private Banking,2012-01-31,The Bank of New York Mellon Corporation,3.38462,13,2023-10-15
177,BK,BNY Mellon Wealth Online,2012-01-04,The Bank of New York Mellon Corporation,3.28571,7,2023-10-15
178,BK,BNY Mellon Business Banking,2014-02-18,The Bank of New York Mellon Corporation,0.0,0,2023-10-15
179,BK,BNY Mellon Remote Deposit,2018-08-08,The Bank of New York Mellon Corporation,0.0,0,2023-10-15
180,BKE,Buckle - Shop & Reserve,2016-09-02,"The Buckle, Inc.",3.56061,198,2023-10-15
181,BKR,Rig Count,2010-09-26,Baker Hughes Company,2.4,10,2023-10-15
182,BKR,WellLink™ RT for iPhone,2014-06-04,Baker Hughes Company,4.2,5,2023-10-15
183,BKS,My College Bookstore,2014-10-15,Barnes & Noble College Booksellers LLC,3.88627,721,2023-10-15
184,BKU,BankUnited,2021-02-10,"BankUnited, Inc",4.74439,1115,2023-10-15
185,BKYI,BIO-key MobileAuth,2021-04-27,"BIO-key International, Inc.",5.0,10,2023-10-15
